index,Genere,Title_old,Title,ISBN,Author_old,Author,Price,N_pag,Pub_Date,Num_Reviews,Num_Reviews_ol,Distr_Rat_Cont,Distr_Rat_Design,Overall_Rating,Overall_Rating_ol,Yes_link,Tot_Reviews,Prezzo_Naver,Pub_Date_Naver,Overall_Rat_Naver,Num_Reviews_Naver,Naver_Link,Reviews_Sum,Shelves_Category_old,Shelves_Category,Shelves_Media_old,Shelves_Media,Shelves_Tags_old,Shelves_Tags
10,Children_Lit,5번 레인,"Cat Solver, Black Cat 1",9788954674638,은소홀,Eun So Hol,"11,250원",240,2020,41,69,"['78%', '17%', '2%', '0%', '2%']","['78%', '15%', '5%', '0%', '2%']",9.4,9.8,http://www.yes24.com/Product/Goods/92578889,110,11.2,2020.09.14,9.33,51,http://book.naver.com/bookdb/book_detail.naver?bid=16687536,161,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 3-4 Grade> 3-4 Grade Picture / Fairy Tale Books> 3-4 Grade Creative Fairy Tale', 'Domestic Books> Children> 5-6 Grade> 5-6 Grade Painting / Fairy Tale Books> 5-6 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 조선일보
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > 미디어 추천 > 경향신문","Sauce and media recommendation classification
  Domestic Books> Media Recommendation> Chosun Ilbo
  Domestic Books> Media Recommendation> Hankyoreh
  Domestic Books> Media Recommendation> Trends Newspaper",error,Error
11,Children_Lit,이상한 과자 가게 전천당 2,A weird snack shop. 1 per Jeoncheondang,9791164060498,히로시마 레이코,Reiko Hiroshima,"10,800원",155,2019,59,140,"['75%', '24%', '2%', '0%', '0%']","['78%', '19%', '3%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/75217436,199,10.8,2019.07.05,8.5,24,http://book.naver.com/bookdb/book_detail.naver?bid=15070327,223,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ']",error,Error,error,Error
12,Children_Lit,한밤중 달빛 식당,The 5th,9788949161969,이분희,Lee Bunhee,"8,550원",88,2018,125,214,"['86%', '10%', '4%', '0%', '0%']","['83%', '11%', '6%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/59272030,339,8.55,2018.03.15,9.56,81,http://book.naver.com/bookdb/book_detail.naver?bid=13424876,420,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale', 'Domestic Books> Children> Children's Literature> Painting / Fairy Tale Books> Creative Fairy Tale","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2019년 > 어린이용(1-2학년)
  국내도서 > 미디어 추천 > 한겨레
  국내도서 > YES24 올해의 책 > 2018년 올해의 책 후보도서","Sauce and media recommendation classification
  Domestic Books> Happy Merger / Requirements / Requirements> 2019> Children (Grade 1-2)
  Domestic Books> Media Recommendation> Hankyoreh
  Domestic Books> YES24 Books of the Year> 2018 Book Candidate Books",error,Error
13,Children_Lit,걱정 세탁소,Strange snack shop. Jeoncheondang 2,9788928318049,홍민정,Hong Min Jeong,"8,100원",64,2020,34,41,"['88%', '6%', '3%', '3%', '0%']","['88%', '9%', '0%', '3%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/88372513,75,8.1,2020.02.10,10.0,22,http://book.naver.com/bookdb/book_detail.naver?bid=16262861,97,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ']","상내역 및 미디어 추천 분류
  국내도서 > 미디어 추천 > 동아일보","Sauce and media recommendation classification
  Domestic Books> Media Recommendation> Dong-A Ilbo",error,Error
14,Children_Lit,초정리 편지,Moonlight Restaurant in the middle of the night,9788936461447,배유안,Bae Yooan,"9,720원",216,2013,19,49,"['74%', '26%', '0%', '0%', '0%']","['79%', '16%', '5%', '0%', '0%']",9.4,9.8,http://www.yes24.com/Product/Goods/8451380,68,9.72,2013.02.15,9.75,23,http://book.naver.com/bookdb/book_detail.naver?bid=7144008,91,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 4학년2학기 > 국어4-나']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ',' Domestic Books> Children> Children>",error,Error,error,Error
15,Children_Lit,잘못 뽑은 반장,Worried laundry,9788934933700,이은재,Lee Eunjae,"10,350원",220,2009,42,70,"['79%', '17%', '5%', '0%', '0%']","['83%', '10%', '7%', '0%', '0%']",9.5,9.2,http://www.yes24.com/Product/Goods/3395331,112,10.35,2009.05.11,9.43,63,http://book.naver.com/bookdb/book_detail.naver?bid=6018863,175,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 4학년1학기 > 국어활동3-나', '  국내도서 > 어린이 > 교과서 수록도서']","['Domestic Books> Children> 3-4 Grade> 3-4 Grade Picture / Fairy Tale Books> 3-4 Grade Creative Fairy Tale', 'Domestic Books> Children> Children's Literature> Painting / Fairy Tale Books> Creative Fairy Tales',' Domestic Books> > Curriculum, the more the one of the following schools, the first semester, the first semester,","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서/책둥이 추천 > 2010 어린이 중학년 추천도서","Sauce and media recommendation classification
  Domestic Books> Happy Breakfast / Requires> 2010 Children's Middle School Year Recommendation",error,Error
16,Children_Lit,열두 살에 부자가 된 키라,A letter to summarize,9788950966980,보도 섀퍼,Bodo Schäfer,"11,700원",256,2014,151,131,"['84%', '15%', '1%', '0%', '0%']","['83%', '15%', '2%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/14972137,282,11.7,2014.10.23,9.15,375,http://book.naver.com/bookdb/book_detail.naver?bid=8316630,657,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 학습 > 3-4학년 경제', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 경제', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 초등학습 > 경제']","['Domestic Books> Children> 3-4 Grade> Grade 3-4 Learning> 3-4 Grade Economy' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ',' Domestic Books> Children> Elementary Learning> Economy '",error,Error,"그 분류
#탑골공원책벌레","That classification
# Top Bags Park Ball Ball"
17,Children_Lit,이상한 과자 가게 전천당 8,The wrong class president,9791164062287,히로시마 레이코,Reiko Hiroshima,"10,800원",192,2020,65,113,"['94%', '6%', '0%', '0%', '0%']","['94%', '6%', '0%', '0%', '0%']",9.8,9.8,http://www.yes24.com/Product/Goods/92153169,178,10.8,2020.09.07,0.0,24,http://book.naver.com/bookdb/book_detail.naver?bid=16629149,202,"['  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 추리/탐정/공포', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 추리/탐정/공포', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 추리/탐정/공포']","[Domestic Books> Children> 3-4 Grade> 3-4 Grade Picture / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Reasoning / Detective / Fear ',' Domestic Books> Children> 5-6 Grade> 5-6 Grade Pictures / Fairy Tale Books> 5-6 Grade Creative Fairy Tale ',' Domestic Books> Children> 5-6 Grade> 5-6 Grade Picture / Fairy Tale Books> 5-6 Grade Reasoning / Detective / Fear ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Painting / Fairy Tale Books ']",error,Error,error,Error
18,Children_Lit,서찰을 전하는 아이,Kira became rich at the age of 12,9788971846643,한윤섭,Han Yoonseop,"9,900원",176,2011,42,59,"['79%', '19%', '2%', '0%', '0%']","['81%', '17%', '2%', '0%', '0%']",9.6,9.6,http://www.yes24.com/Product/Goods/5883832,101,9.9,2011.10.31,8.92,69,http://book.naver.com/bookdb/book_detail.naver?bid=6764536,170,"['  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 학습 > 5-6학년 역사/지리', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 초등학습 > 한국사/세계사/지리']","['Domestic Books> Children> 5-6 Grades> 5-6 Grade Picture / Fairy Tale Books> 5-6 Grade Creative Fairy Tale', 'Domestic Books> Children> 5-6 Grade> 5-6 Grade Learning> 5-6 Grade History> 5-6 / Geography ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ',' Domestic Books> Children> Elementary Learning> Korean / World History / Geography]","상내역 및 미디어 추천 분류
  국내도서 > 행복한아침독서 추천 > 2012년 > 어린이 고학년 추천도서
  국내도서 > 기관 추천 도서 > 한국문화예술위선정 우수문학 > 2012년 1분기
  국내도서 > 미디어 추천 > 한겨레","Sauce and media recommendation classification
  Domestic Books> Happy Merger Recommendation> 2012> Children's High School Recommendation
  Domestic Books> Institutional Recommended Books> Korea Culture and Arts Demonstration Excellent Literature> In 1Q12
  Domestic Books> Media Recommendation> Hankyoreh",error,Error
19,Children_Lit,이상한 과자 가게 전천당 3,"Weird snack shop, Jeoncheondang, 8",9791164060931,히로시마 레이코,Reiko Hiroshima,"10,800원",155,2019,60,119,"['87%', '10%', '3%', '0%', '0%']","['83%', '13%', '3%', '0%', '0%']",9.6,9.8,http://www.yes24.com/Product/Goods/81696651,179,10.8,2019.11.11,8.67,32,http://book.naver.com/bookdb/book_detail.naver?bid=15662204,211,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ']",error,Error,error,Error
20,Children_Lit,갈매기에게 나는 법을 가르쳐준 고양이,A child who delivers a book report,9788955617672,error,error,"8,820원",163,2015,54,173,"['83%', '15%', '2%', '0%', '0%']","['76%', '20%', '2%', '2%', '0%']",9.5,9.8,http://www.yes24.com/Product/Goods/17739882,227,8.8,2015.05.01,10.0,44,http://book.naver.com/bookdb/book_detail.naver?bid=9011445,271,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 5-6학년 > 5-6학년 그림/동화책 > 5-6학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화', '  국내도서 > 어린이 > 교과서수록도서 > 5학년1학기 > 국어5-나', '  국내도서 > 어린이 > 교과서 수록도서']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> 5-6 Grades> 5-6 Grade Picture / Fairy Tale Books> 5-6 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Painting / Fairy Tale Books> Creative Fairy Tale Domestic Books> Children> Curriculum, the more",error,Error,"그 분류
#라틴문학 #우화 #관계","That classification
# Latin Literature # Flaming # Relationship"
21,Children_Lit,이상한 과자 가게 전천당 4,"Strange snack shop, Jeoncheondang 3",9791164060948,히로시마 레이코,Reiko Hiroshima,"10,800원",168,2019,43,104,"['79%', '14%', '7%', '0%', '0%']","['81%', '14%', '5%', '0%', '0%']",9.5,9.6,http://www.yes24.com/Product/Goods/81696832,147,10.8,2019.11.11,8.4,13,http://book.naver.com/bookdb/book_detail.naver?bid=15662205,160,"['  국내도서 > 어린이 > 1-2학년 > 1-2학년 그림/동화책 > 1-2학년 창작동화', '  국내도서 > 어린이 > 3-4학년 > 3-4학년 그림/동화책 > 3-4학년 창작동화', '  국내도서 > 어린이 > 어린이 문학 > 그림/동화책 > 창작동화']","['Domestic Books> Children> 1-2 Grade> 1-2 Grade Picture / Fairy Tale Books> 1-2 Grade Creative Fairy Tale', 'Domestic Books> Children> 3-4 Grade> 3-4 Grade Painting / Fairy Tale Books> 3-4 Grade Creative Fairy Tale ',' Domestic Books> Children> Children's Literature> Picture / Fairy Tale Books> Creative Fairy Tale ']",error,Error,error,Error
